HOG_GENE_A	HOG_GENE_B	COMP_GENE_A	COMP_GENE_B
HOG0007105	HOG0013188	AT3G25040	AT3G48460
HOG0007105	HOG0013478	AT3G25040	AT5G19920
HOG0007105	HOG0013616	AT3G25040	AT3G24740
HOG0007105	HOG0013835	AT3G25040	AT1G71110
HOG0007105	HOG0013873	AT3G25040	AT1G79985
HOG0007105	HOG0013882	AT3G25040	AT4G33360
HOG0007105	HOG0014218	AT3G25040	AT2G14835
HOG0007105	HOG0014244	AT3G25040	AT4G16060
HOG0007105	HOG0014254	AT3G25040	AT3G54440
HOG0007105	HOG0014277	AT3G25040	AT3G54130
HOG0007105	HOG0014617	AT3G25040	AT1G27150
HOG0007105	HOG0014699	AT3G25040	AT5G20930
HOG0007105	HOG0014936	AT3G25040	AT5G03080
HOG0007105	HOG0015126	AT3G25040	AT3G19250
HOG0007105	HOG0015212	AT3G25040	AT4G02090
HOG0007105	HOG0015229	AT3G25040	AT3G60620
HOG0007105	HOG0015332	AT3G25040	AT2G18410
HOG0007105	HOG0015578	AT3G25040	AT4G21520
HOG0007105	HOG0015672	AT3G25040	AT4G33350
HOG0007105	HOG0015738	AT3G25040	AT3G46750
HOG0007105	HOG0015901	AT3G25040	AT3G08780
HOG0007105	HOG0015905	AT3G25040	AT5G21060
HOG0007105	HOG0016011	AT3G25040	AT2G27760
HOG0007105	HOG0016112	AT3G25040	AT3G13450
HOG0007105	HOG0016204	AT3G25040	AT4G16450
HOG0007105	HOG0016219	AT3G25040	AT2G31040
HOG0007105	HOG0016359	AT3G25040	AT3G52905
HOG0007105	HOG0016509	AT3G25040	AT5G05310
HOG0007105	HOG0016613	AT3G25040	AT1G09740
HOG0007105	HOG0016776	AT3G25040	AT1G78010
HOG0007105	HOG0016780	AT3G25040	AT2G41945
HOG0007105	HOG0016844	AT3G25040	AT1G14620
HOG0007105	HOG0016930	AT3G25040	AT3G09150
HOG0007105	HOG0016954	AT3G25040	AT4G29490
HOG0007105	HOG0016957	AT3G25040	AT2G01320
HOG0007105	HOG0017077	AT3G25040	AT1G29700
HOG0007105	HOG0017095	AT3G25040	AT5G64670
HOG0007105	HOG0017113	AT3G25040	AT1G26640
HOG0007105	HOG0017222	AT3G25040	AT1G49350
HOG0007105	HOG0017234	AT3G25040	AT5G61140
HOG0007105	HOG0017304	AT3G25040	AT1G51110
HOG0007105	HOG0017330	AT3G25040	AT1G54650
HOG0007105	HOG0017344	AT3G25040	AT3G55250
HOG0007105	HOG0017437	AT3G25040	AT5G10700
HOG0007105	HOG0017481	AT3G25040	AT5G51010
HOG0007105	HOG0017540	AT3G25040	AT3G56330
HOG0007105	HOG0017626	AT3G25040	AT1G79760
HOG0007105	HOG0017803	AT3G25040	AT1G17410
HOG0007105	HOG0017844	AT3G25040	AT5G08710
HOG0007105	HOG0017858	AT3G25040	AT4G38710
HOG0007105	HOG0018021	AT3G25040	AT4G17370
HOG0007105	HOG0018022	AT3G25040	AT4G27700
HOG0007105	HOG0018035	AT3G25040	AT5G27560
HOG0007105	HOG0018039	AT3G25040	AT5G59610
HOG0007105	HOG0018109	AT3G25040	AT5G19950
HOG0007105	HOG0018116	AT3G25040	AT3G27340
HOG0007105	HOG0018151	AT3G25040	AT4G25080
HOG0007105	HOG0018322	AT3G25040	AT1G07645
HOG0007105	HOG0018377	AT3G25040	AT2G21710
HOG0007105	HOG0018421	AT3G25040	AT4G19985
HOG0007105	HOG0018476	AT3G25040	AT4G22000
HOG0007105	HOG0018726	AT3G25040	AT2G46850
HOG0007105	HOG0019023	AT3G25040	AT5G58575
HOG0007105	HOG0019029	AT3G25040	AT3G49650
HOG0007105	HOG0019055	AT3G25040	AT5G19970
HOG0007105	HOG0019333	AT3G25040	AT3G55820
HOG0007114	HOG0012597	AT5G66550	AT5G08300
HOG0007114	HOG0016028	AT5G66550	AT5G27410
HOG0007114	HOG0016917	AT5G66550	AT2G36835
HOG0007114	HOG0018427	AT5G66550	AT2G25530
HOG0007114	HOG0018446	AT5G66550	AT1G21840
HOG0007119	HOG0010378	AT1G19330	AT4G06598
HOG0007119	HOG0012155	AT1G19330	AT4G35920
HOG0007119	HOG0012745	AT1G19330	AT1G20450
HOG0007119	HOG0012880	AT1G19330	AT1G50260
HOG0007119	HOG0014180	AT1G19330	AT5G05970
HOG0007119	HOG0015537	AT1G19330	AT3G15430
HOG0007119	HOG0015588	AT1G19330	AT4G03430
HOG0007119	HOG0015589	AT1G19330	AT1G12460
HOG0007119	HOG0019734	AT1G19330	AT2G36420
HOG0007134	HOG0013974	AT5G52420	AT5G18670
HOG0007135	HOG0007292	AT5G23920	AT1G68410
HOG0007135	HOG0007912	AT5G23920	AT5G41470
HOG0007135	HOG0008280	AT5G23920	AT3G19460
HOG0007135	HOG0008579	AT5G23920	AT4G34850
HOG0007135	HOG0008645	AT5G23920	AT5G60210
HOG0007135	HOG0008697	AT5G23920	AT2G45060
HOG0007135	HOG0008908	AT5G23920	AT3G25530
HOG0007135	HOG0008945	AT5G23920	AT3G26700
HOG0007135	HOG0009365	AT5G23920	AT1G71180
HOG0007135	HOG0009698	AT5G23920	AT5G55670
HOG0007135	HOG0009930	AT5G23920	AT5G66210
HOG0007135	HOG0010213	AT5G23920	AT3G53030
HOG0007135	HOG0010401	AT5G23920	AT2G45720
HOG0007135	HOG0010459	AT5G23920	AT5G41050
HOG0007135	HOG0011026	AT5G23920	AT1G68780
HOG0007135	HOG0011186	AT5G23920	AT4G34490
HOG0007135	HOG0011237	AT5G23920	AT4G04200
HOG0007135	HOG0011380	AT5G23920	AT3G57420
HOG0007135	HOG0011656	AT5G23920	AT1G09795
HOG0007135	HOG0011757	AT5G23920	AT5G23540
HOG0007135	HOG0012054	AT5G23920	AT1G79820
HOG0007135	HOG0012194	AT5G23920	AT5G50440
HOG0007135	HOG0012257	AT5G23920	AT2G45790
HOG0007135	HOG0012366	AT5G23920	AT3G60820
HOG0007135	HOG0012370	AT5G23920	AT1G09330
HOG0007135	HOG0012481	AT5G23920	AT1G52080
HOG0007135	HOG0012493	AT5G23920	AT1G31940
HOG0007135	HOG0012496	AT5G23920	AT5G15770
HOG0007135	HOG0012560	AT5G23920	AT1G20816
HOG0007135	HOG0012617	AT5G23920	AT1G16630
HOG0007135	HOG0012884	AT5G23920	AT1G19710
HOG0007135	HOG0013023	AT5G23920	AT4G03270
HOG0007135	HOG0013111	AT5G23920	AT2G46230
HOG0007135	HOG0013150	AT5G23920	AT4G32980
HOG0007135	HOG0013188	AT5G23920	AT3G48460
HOG0007135	HOG0013194	AT5G23920	AT2G01690
HOG0007135	HOG0013384	AT5G23920	AT2G36230
HOG0007135	HOG0013478	AT5G23920	AT5G19920
HOG0007135	HOG0013616	AT5G23920	AT3G24740
HOG0007135	HOG0013698	AT5G23920	AT1G31870
HOG0007135	HOG0013835	AT5G23920	AT1G71110
HOG0007135	HOG0013873	AT5G23920	AT1G79985
HOG0007135	HOG0013882	AT5G23920	AT4G33360
HOG0007135	HOG0014084	AT5G23920	AT3G27925
HOG0007135	HOG0014218	AT5G23920	AT2G14835
HOG0007135	HOG0014244	AT5G23920	AT4G16060
HOG0007135	HOG0014254	AT5G23920	AT3G54440
HOG0007135	HOG0014277	AT5G23920	AT3G54130
HOG0007135	HOG0014279	AT5G23920	AT3G63000
HOG0007135	HOG0014617	AT5G23920	AT1G27150
HOG0007135	HOG0014699	AT5G23920	AT5G20930
HOG0007135	HOG0014936	AT5G23920	AT5G03080
HOG0007135	HOG0015126	AT5G23920	AT3G19250
HOG0007135	HOG0015146	AT5G23920	AT2G03690
HOG0007135	HOG0015212	AT5G23920	AT4G02090
HOG0007135	HOG0015229	AT5G23920	AT3G60620
HOG0007135	HOG0015332	AT5G23920	AT2G18410
HOG0007135	HOG0015338	AT5G23920	AT2G19880
HOG0007135	HOG0015495	AT5G23920	AT3G04260
HOG0007135	HOG0015578	AT5G23920	AT4G21520
HOG0007135	HOG0015589	AT5G23920	AT1G12460
HOG0007135	HOG0015645	AT5G23920	AT5G12410
HOG0007135	HOG0015672	AT5G23920	AT4G33350
HOG0007135	HOG0015723	AT5G23920	AT3G19720
HOG0007135	HOG0015738	AT5G23920	AT3G46750
HOG0007135	HOG0015747	AT5G23920	AT1G27410
HOG0007135	HOG0015817	AT5G23920	AT5G15920
HOG0007135	HOG0015861	AT5G23920	AT1G28120
HOG0007135	HOG0015901	AT5G23920	AT3G08780
HOG0007135	HOG0015905	AT5G23920	AT5G21060
HOG0007135	HOG0016011	AT5G23920	AT2G27760
HOG0007135	HOG0016112	AT5G23920	AT3G13450
HOG0007135	HOG0016204	AT5G23920	AT4G16450
HOG0007135	HOG0016219	AT5G23920	AT2G31040
HOG0007135	HOG0016277	AT5G23920	AT1G25580
HOG0007135	HOG0016359	AT5G23920	AT3G52905
HOG0007135	HOG0016493	AT5G23920	AT3G13220
HOG0007135	HOG0016509	AT5G23920	AT5G05310
HOG0007135	HOG0016613	AT5G23920	AT1G09740
HOG0007135	HOG0016776	AT5G23920	AT1G78010
HOG0007135	HOG0016780	AT5G23920	AT2G41945
HOG0007135	HOG0016844	AT5G23920	AT1G14620
HOG0007135	HOG0016930	AT5G23920	AT3G09150
HOG0007135	HOG0016954	AT5G23920	AT4G29490
HOG0007135	HOG0016957	AT5G23920	AT2G01320
HOG0007135	HOG0017033	AT5G23920	AT1G05385
HOG0007135	HOG0017077	AT5G23920	AT1G29700
HOG0007135	HOG0017095	AT5G23920	AT5G64670
HOG0007135	HOG0017222	AT5G23920	AT1G49350
HOG0007135	HOG0017234	AT5G23920	AT5G61140
HOG0007135	HOG0017304	AT5G23920	AT1G51110
HOG0007135	HOG0017330	AT5G23920	AT1G54650
HOG0007135	HOG0017344	AT5G23920	AT3G55250
HOG0007135	HOG0017350	AT5G23920	AT5G46100
HOG0007135	HOG0017409	AT5G23920	AT5G14530
HOG0007135	HOG0017437	AT5G23920	AT5G10700
HOG0007135	HOG0017481	AT5G23920	AT5G51010
HOG0007135	HOG0017540	AT5G23920	AT3G56330
HOG0007135	HOG0017567	AT5G23920	AT3G53140
HOG0007135	HOG0017626	AT5G23920	AT1G79760
HOG0007135	HOG0017803	AT5G23920	AT1G17410
HOG0007135	HOG0017837	AT5G23920	AT2G36980
HOG0007135	HOG0017844	AT5G23920	AT5G08710
HOG0007135	HOG0017858	AT5G23920	AT4G38710
HOG0007135	HOG0018021	AT5G23920	AT4G17370
HOG0007135	HOG0018022	AT5G23920	AT4G27700
HOG0007135	HOG0018035	AT5G23920	AT5G27560
HOG0007135	HOG0018039	AT5G23920	AT5G59610
HOG0007135	HOG0018116	AT5G23920	AT3G27340
HOG0007135	HOG0018151	AT5G23920	AT4G25080
HOG0007135	HOG0018322	AT5G23920	AT1G07645
HOG0007135	HOG0018345	AT5G23920	AT3G47430
HOG0007135	HOG0018377	AT5G23920	AT2G21710
HOG0007135	HOG0018421	AT5G23920	AT4G19985
HOG0007135	HOG0018476	AT5G23920	AT4G22000
HOG0007135	HOG0018726	AT5G23920	AT2G46850
HOG0007135	HOG0019023	AT5G23920	AT5G58575
HOG0007135	HOG0019029	AT5G23920	AT3G49650
HOG0007135	HOG0019055	AT5G23920	AT5G19970
HOG0007135	HOG0019333	AT5G23920	AT3G55820
HOG0007136	HOG0015432	AT1G28380	AT5G16100
HOG0007138	HOG0007183	AT1G11820	AT5G18650
HOG0007138	HOG0007400	AT1G11820	AT3G03570
HOG0007138	HOG0009623	AT1G11820	AT2G03720
HOG0007138	HOG0010023	AT1G11820	AT1G48880
HOG0007138	HOG0014077	AT1G11820	AT4G34910
HOG0007138	HOG0015503	AT1G11820	AT2G38710
HOG0007138	HOG0016950	AT1G11820	AT2G25620
HOG0007138	HOG0018043	AT1G11820	AT1G29120
HOG0007138	HOG0019001	AT1G11820	AT1G66080
HOG0007138	HOG0020743	AT1G11820	AT5G24830
HOG0007139	HOG0016765	AT1G66250	AT3G02680
HOG0007144	HOG0008394	AT3G26790	AT5G16120
HOG0007144	HOG0016380	AT3G26790	AT4G14310
HOG0007146	HOG0013196	AT5G46700	AT1G67370
HOG0007146	HOG0015773	AT5G46700	AT4G34700
HOG0007146	HOG0016399	AT5G46700	AT5G20050
HOG0007146	HOG0016638	AT5G46700	AT2G37330
HOG0007146	HOG0016949	AT5G46700	AT1G17665
HOG0007151	HOG0007443	AT2G03620	AT5G01830
HOG0007151	HOG0009597	AT2G03620	AT5G15250
HOG0007151	HOG0009882	AT2G03620	AT5G61370
HOG0007151	HOG0011143	AT2G03620	AT1G72520
HOG0007151	HOG0014948	AT2G03620	AT5G15280
HOG0007151	HOG0015055	AT2G03620	AT5G18410
HOG0007151	HOG0015696	AT2G03620	AT1G03055
HOG0007151	HOG0016824	AT2G03620	AT4G28030
HOG0007151	HOG0017090	AT2G03620	AT1G08480
HOG0007151	HOG0017398	AT2G03620	AT2G06010
HOG0007151	HOG0017591	AT2G03620	AT4G02030
HOG0007151	HOG0017940	AT2G03620	AT3G60680
HOG0007151	HOG0018059	AT2G03620	AT5G14080
HOG0007151	HOG0018850	AT2G03620	AT3G03680
HOG0007151	HOG0019258	AT2G03620	AT5G51680
HOG0007151	HOG0019303	AT2G03620	AT3G18930
HOG0007154	HOG0008369	AT1G80900	AT4G26620
HOG0007154	HOG0008877	AT1G80900	AT1G28010
HOG0007154	HOG0008910	AT1G80900	AT5G43420
HOG0007154	HOG0010248	AT1G80900	AT4G22780
HOG0007154	HOG0011771	AT1G80900	AT1G43130
HOG0007154	HOG0012981	AT1G80900	AT3G53440
HOG0007154	HOG0012987	AT1G80900	AT5G28640
HOG0007154	HOG0014066	AT1G80900	AT3G60830
HOG0007154	HOG0014592	AT1G80900	AT1G64380
HOG0007154	HOG0014700	AT1G80900	AT5G54240
HOG0007154	HOG0015087	AT1G80900	AT5G53170
HOG0007154	HOG0015575	AT1G80900	AT5G48240
HOG0007154	HOG0015938	AT1G80900	AT4G05210
HOG0007154	HOG0016841	AT1G80900	AT4G33945
HOG0007154	HOG0016920	AT1G80900	AT2G48120
HOG0007154	HOG0017091	AT1G80900	AT2G43980
HOG0007154	HOG0017570	AT1G80900	AT2G46915
HOG0007154	HOG0017878	AT1G80900	AT5G48040
HOG0007154	HOG0017939	AT1G80900	AT5G08305
HOG0007154	HOG0017985	AT1G80900	AT5G62840
HOG0007154	HOG0018643	AT1G80900	AT3G11945
HOG0007154	HOG0019897	AT1G80900	AT5G53860
HOG0007164	HOG0016849	AT4G14440	AT1G71210
HOG0007166	HOG0011448	AT2G18460	AT2G32950
HOG0007166	HOG0014708	AT2G18460	AT5G08530
HOG0007166	HOG0020368	AT2G18460	AT3G04340
HOG0007168	HOG0008697	AT4G01200	AT2G45060
HOG0007168	HOG0011380	AT4G01200	AT3G57420
HOG0007168	HOG0012194	AT4G01200	AT5G50440
HOG0007168	HOG0012560	AT4G01200	AT1G20816
HOG0007168	HOG0013616	AT4G01200	AT3G24740
HOG0007168	HOG0014699	AT4G01200	AT5G20930
HOG0007168	HOG0014936	AT4G01200	AT5G03080
HOG0007168	HOG0015229	AT4G01200	AT3G60620
HOG0007168	HOG0016219	AT4G01200	AT2G31040
HOG0007168	HOG0016780	AT4G01200	AT2G41945
HOG0007168	HOG0016876	AT4G01200	AT2G40690
HOG0007168	HOG0017344	AT4G01200	AT3G55250
HOG0007168	HOG0018342	AT4G01200	AT4G22550
HOG0007168	HOG0018476	AT4G01200	AT4G22000
HOG0007169	HOG0011368	AT3G04360	AT5G06839
HOG0007169	HOG0013429	AT3G04360	AT5G65770
HOG0007169	HOG0015487	AT3G04360	AT4G33630
HOG0007169	HOG0016393	AT3G04360	AT5G15680
HOG0007169	HOG0017983	AT3G04360	AT2G27430
HOG0007169	HOG0018187	AT3G04360	AT3G55390
HOG0007183	HOG0009758	AT5G18650	AT1G50420
HOG0007183	HOG0009944	AT5G18650	AT5G46920
HOG0007183	HOG0013603	AT5G18650	AT1G12730
HOG0007183	HOG0013682	AT5G18650	AT4G32620
HOG0007183	HOG0013728	AT5G18650	AT1G52630
HOG0007183	HOG0014077	AT5G18650	AT4G34910
HOG0007183	HOG0014303	AT5G18650	AT1G27340
HOG0007183	HOG0015042	AT5G18650	AT3G58970
HOG0007183	HOG0015086	AT5G18650	AT1G10600
HOG0007183	HOG0015113	AT5G18650	AT5G28740
HOG0007183	HOG0015503	AT5G18650	AT2G38710
HOG0007183	HOG0015718	AT5G18650	AT2G04845
HOG0007183	HOG0016166	AT5G18650	AT3G10700
HOG0007183	HOG0016764	AT5G18650	AT3G54090
HOG0007183	HOG0016950	AT5G18650	AT2G25620
HOG0007183	HOG0017009	AT5G18650	AT2G34650
HOG0007183	HOG0017407	AT5G18650	AT5G37530
HOG0007183	HOG0018154	AT5G18650	AT3G09580
HOG0007183	HOG0018430	AT5G18650	AT3G26115
HOG0007183	HOG0018841	AT5G18650	AT4G18460
HOG0007183	HOG0019001	AT5G18650	AT1G66080
HOG0007183	HOG0019059	AT5G18650	AT1G26220
HOG0007183	HOG0019286	AT5G18650	AT4G26415
HOG0007183	HOG0019719	AT5G18650	AT5G26960
HOG0007186	HOG0008183	AT4G35050	AT4G35970
HOG0007186	HOG0008927	AT4G35050	AT1G06050
HOG0007186	HOG0009952	AT4G35050	AT1G71070
HOG0007186	HOG0010421	AT4G35050	AT1G75230
HOG0007186	HOG0010458	AT4G35050	AT5G48030
HOG0007186	HOG0010476	AT4G35050	AT1G51460
HOG0007186	HOG0010898	AT4G35050	AT5G01210
HOG0007186	HOG0010953	AT4G35050	AT5G04930
HOG0007186	HOG0012396	AT4G35050	AT5G16520
HOG0007186	HOG0012462	AT4G35050	AT4G21810
HOG0007186	HOG0012987	AT4G35050	AT5G28640
HOG0007186	HOG0013485	AT4G35050	AT3G51870
HOG0007186	HOG0013691	AT4G35050	AT5G51410
HOG0007186	HOG0014193	AT4G35050	AT5G24740
HOG0007186	HOG0014552	AT4G35050	AT1G25420
HOG0007186	HOG0014676	AT4G35050	AT3G62110
HOG0007186	HOG0014832	AT4G35050	AT2G40000
HOG0007186	HOG0015061	AT4G35050	AT1G63680
HOG0007186	HOG0015202	AT4G35050	AT5G16420
HOG0007186	HOG0015701	AT4G35050	AT3G12350
HOG0007186	HOG0015795	AT4G35050	AT1G25570
HOG0007186	HOG0015830	AT4G35050	AT3G07060
HOG0007186	HOG0015844	AT4G35050	AT3G20390
HOG0007186	HOG0016141	AT4G35050	AT2G42770
HOG0007186	HOG0016278	AT4G35050	AT5G19630
HOG0007186	HOG0016401	AT4G35050	AT5G41760
HOG0007186	HOG0016769	AT4G35050	AT4G10760
HOG0007186	HOG0016792	AT4G35050	AT5G11960
HOG0007186	HOG0016976	AT4G35050	AT2G38500
HOG0007186	HOG0017191	AT4G35050	AT1G14150
HOG0007186	HOG0017339	AT4G35050	AT4G33060
HOG0007186	HOG0017673	AT4G35050	AT1G08960
HOG0007186	HOG0018485	AT4G35050	AT1G05055
HOG0007186	HOG0018583	AT4G35050	AT5G64860
HOG0007186	HOG0018860	AT4G35050	AT4G14000
HOG0007186	HOG0018993	AT4G35050	AT1G08315
HOG0007186	HOG0019072	AT4G35050	AT4G37445
HOG0007186	HOG0020277	AT4G35050	AT2G46570
HOG0007188	HOG0007288	AT5G58230	AT3G15990
HOG0007188	HOG0010005	AT5G58230	AT4G35280
HOG0007188	HOG0010968	AT5G58230	AT3G24240
HOG0007188	HOG0011554	AT5G58230	AT1G01640
HOG0007188	HOG0013020	AT5G58230	AT4G04640
HOG0007188	HOG0013216	AT5G58230	AT2G30520
HOG0007188	HOG0013371	AT5G58230	AT3G20830
HOG0007188	HOG0013425	AT5G58230	AT2G36640
HOG0007188	HOG0013488	AT5G58230	AT5G42800
HOG0007188	HOG0014590	AT5G58230	AT3G21280
HOG0007188	HOG0014756	AT5G58230	AT1G78800
HOG0007188	HOG0015525	AT5G58230	AT5G63480
HOG0007188	HOG0015653	AT5G58230	AT5G47800
HOG0007188	HOG0016016	AT5G58230	AT3G28040
HOG0007188	HOG0016045	AT5G58230	AT1G32550
HOG0007188	HOG0016160	AT5G58230	AT5G47570
HOG0007188	HOG0016264	AT5G58230	AT4G26020
HOG0007188	HOG0016763	AT5G58230	AT5G45380
HOG0007188	HOG0016883	AT5G58230	AT4G01880
HOG0007188	HOG0017513	AT5G58230	AT2G36570
HOG0007188	HOG0018017	AT5G58230	AT3G47700
HOG0007188	HOG0018058	AT5G58230	AT5G16460
HOG0007188	HOG0018320	AT5G58230	AT3G56010
HOG0007188	HOG0018338	AT5G58230	AT2G26340
HOG0007188	HOG0018620	AT5G58230	AT2G42350
HOG0007188	HOG0018876	AT5G58230	AT4G10020
HOG0007189	HOG0008877	AT4G01970	AT1G28010
HOG0007194	HOG0007369	AT2G02400	AT3G25140
HOG0007194	HOG0008446	AT2G02400	AT5G43860
HOG0007194	HOG0010250	AT2G02400	AT5G55930
HOG0007194	HOG0010717	AT2G02400	AT4G31370
HOG0007194	HOG0011178	AT2G02400	AT4G16820
HOG0007194	HOG0011322	AT2G02400	AT4G34740
HOG0007194	HOG0011375	AT2G02400	AT3G12370
HOG0007194	HOG0011665	AT2G02400	AT2G28110
HOG0007194	HOG0012578	AT2G02400	AT1G13180
HOG0007194	HOG0013515	AT2G02400	AT2G02810
HOG0007194	HOG0013574	AT2G02400	AT3G56950
HOG0007194	HOG0013742	AT2G02400	AT1G31040
HOG0007194	HOG0015216	AT2G02400	AT5G13240
HOG0007194	HOG0015487	AT2G02400	AT4G33630
HOG0007194	HOG0016132	AT2G02400	AT5G42310
HOG0007194	HOG0016393	AT2G02400	AT5G15680
HOG0007194	HOG0017303	AT2G02400	AT2G33820
HOG0007194	HOG0017983	AT2G02400	AT2G27430
HOG0007194	HOG0018175	AT2G02400	AT1G74970
HOG0007194	HOG0019146	AT2G02400	AT5G18390
HOG0007194	HOG0019447	AT2G02400	AT5G67460
HOG0007195	HOG0007306	AT5G58490	AT1G75500
HOG0007195	HOG0012824	AT5G58490	AT4G27030
HOG0007195	HOG0013957	AT5G58490	AT1G20930
HOG0007195	HOG0014085	AT5G58490	AT4G13400
HOG0007195	HOG0014926	AT5G58490	AT5G64330
HOG0007195	HOG0017534	AT5G58490	AT5G49060
HOG0007199	HOG0007345	AT5G33320	AT1G36050
HOG0007199	HOG0007673	AT5G33320	AT5G56580
HOG0007199	HOG0007982	AT5G33320	AT5G28530
HOG0007199	HOG0008179	AT5G33320	AT2G06210
HOG0007199	HOG0008254	AT5G33320	AT1G09570
HOG0007199	HOG0009357	AT5G33320	AT2G34740
HOG0007199	HOG0009448	AT5G33320	AT1G69330
HOG0007199	HOG0009814	AT5G33320	AT2G26660
HOG0007199	HOG0010048	AT5G33320	AT1G75560
HOG0007199	HOG0010412	AT5G33320	AT5G35370
HOG0007199	HOG0010814	AT5G33320	AT3G21160
HOG0007199	HOG0011141	AT5G33320	AT1G08450
HOG0007199	HOG0011379	AT5G33320	AT4G21110
HOG0007199	HOG0011783	AT5G33320	AT5G54810
HOG0007199	HOG0011806	AT5G33320	AT4G38070
HOG0007199	HOG0011867	AT5G33320	AT5G64970
HOG0007199	HOG0012273	AT5G33320	AT1G52343
HOG0007199	HOG0012882	AT5G33320	AT5G65620
HOG0007199	HOG0012930	AT5G33320	AT5G12190
HOG0007199	HOG0013296	AT5G33320	AT1G63050
HOG0007199	HOG0013705	AT5G33320	AT5G14950
HOG0007199	HOG0014434	AT5G33320	AT3G45740
HOG0007199	HOG0014996	AT5G33320	AT3G59870
HOG0007199	HOG0015579	AT5G33320	AT4G13870
HOG0007199	HOG0015686	AT5G33320	AT1G48860
HOG0007199	HOG0015707	AT5G33320	AT4G36390
HOG0007199	HOG0015814	AT5G33320	AT3G46870
HOG0007199	HOG0015900	AT5G33320	AT5G02140
HOG0007199	HOG0015927	AT5G33320	AT3G18060
HOG0007199	HOG0016221	AT5G33320	AT3G21820
HOG0007199	HOG0016230	AT5G33320	AT4G19860
HOG0007199	HOG0016779	AT5G33320	AT1G54100
HOG0007199	HOG0016984	AT5G33320	AT1G56050
HOG0007199	HOG0017005	AT5G33320	AT4G27120
HOG0007199	HOG0017204	AT5G33320	AT3G10915
HOG0007199	HOG0017348	AT5G33320	AT1G15410
HOG0007199	HOG0017541	AT5G33320	AT3G16760
HOG0007199	HOG0017545	AT5G33320	AT3G55330
HOG0007199	HOG0017722	AT5G33320	AT1G09150
HOG0007199	HOG0018751	AT5G33320	AT3G23255
HOG0007199	HOG0018804	AT5G33320	AT5G63310
HOG0007200	HOG0011997	AT2G24120	AT5G27970
HOG0007200	HOG0018449	AT2G24120	AT1G79490
HOG0007200	HOG0020079	AT2G24120	AT1G06210
HOG0007201	HOG0007895	AT5G15700	AT3G07770
HOG0007201	HOG0010117	AT5G15700	AT5G40370
HOG0007201	HOG0010468	AT5G15700	AT4G17260
HOG0007201	HOG0012155	AT5G15700	AT4G35920
HOG0007201	HOG0014172	AT5G15700	AT1G60850
HOG0007201	HOG0015588	AT5G15700	AT4G03430
HOG0007201	HOG0016131	AT5G15700	AT5G35620
HOG0007201	HOG0017613	AT5G15700	AT2G21150
HOG0007201	HOG0017681	AT5G15700	AT4G02060
HOG0007216	HOG0012910	AT2G04350	AT1G27470
HOG0007216	HOG0017364	AT2G04350	AT4G24175
HOG0007216	HOG0018200	AT2G04350	AT2G40660
HOG0007222	HOG0014262	AT5G61900	AT1G26700
HOG0007222	HOG0015586	AT5G61900	AT4G16310
HOG0007222	HOG0016374	AT5G61900	AT2G17265
HOG0007222	HOG0016848	AT5G61900	AT1G49590
HOG0007222	HOG0017246	AT5G61900	AT3G03210
HOG0007222	HOG0017335	AT5G61900	AT2G16440
HOG0007224	HOG0007580	AT3G17365	AT5G37680
HOG0007224	HOG0007581	AT3G17365	AT5G67560
HOG0007224	HOG0008445	AT3G17365	AT1G12960
HOG0007224	HOG0009560	AT3G17365	AT5G54300
HOG0007224	HOG0009881	AT3G17365	AT5G26110
HOG0007224	HOG0010271	AT3G17365	AT1G30550
HOG0007224	HOG0012296	AT3G17365	AT4G17580
HOG0007224	HOG0012315	AT3G17365	AT3G11325
HOG0007224	HOG0013052	AT3G17365	AT1G12060
HOG0007224	HOG0014065	AT3G17365	AT3G26135
HOG0007224	HOG0015184	AT3G17365	AT5G51020
HOG0007224	HOG0015226	AT3G17365	AT3G42560
HOG0007224	HOG0015420	AT3G17365	AT4G13577
HOG0007224	HOG0015579	AT3G17365	AT4G13870
HOG0007224	HOG0015717	AT3G17365	AT3G46610
HOG0007224	HOG0016850	AT3G17365	AT1G01860
HOG0007224	HOG0016869	AT3G17365	AT1G02410
HOG0007224	HOG0017429	AT3G17365	AT2G37680
HOG0007224	HOG0017474	AT3G17365	AT2G10550
HOG0007224	HOG0017677	AT3G17365	AT5G03345
HOG0007224	HOG0017723	AT3G17365	AT1G29850
HOG0007224	HOG0017737	AT3G17365	AT3G18520
HOG0007224	HOG0017821	AT3G17365	AT2G37300
HOG0007224	HOG0017854	AT3G17365	AT4G29400
HOG0007224	HOG0018586	AT3G17365	AT1G30950
HOG0007224	HOG0018909	AT3G17365	AT4G38213
HOG0007233	HOG0014934	AT4G16230	AT2G40316
HOG0007233	HOG0015304	AT4G16230	AT1G02100
HOG0007233	HOG0018331	AT4G16230	AT3G49890
HOG0007234	HOG0017534	AT3G50400	AT5G49060
HOG0007234	HOG0017620	AT3G50400	AT4G12830
HOG0007235	HOG0007369	AT1G09750	AT3G25140
HOG0007235	HOG0007392	AT1G09750	AT5G62710
HOG0007235	HOG0007580	AT1G09750	AT5G37680
HOG0007235	HOG0007620	AT1G09750	AT5G12170
HOG0007235	HOG0007798	AT1G09750	AT4G28100
HOG0007235	HOG0007933	AT1G09750	AT3G23920
HOG0007235	HOG0008220	AT1G09750	AT1G14780
